Регион,Герой,Название улицы,OSM ID
Republic of Adygea,Зоя Космодемьянская,улица З. Космодемьянской,217541821
Republic of Adygea,Зоя Космодемьянская,улица З. Космодемьянской,217541837
Republic of Adygea,Зоя Космодемьянская,улица З. Космодемьянской,218422212
Republic of Adygea,Зоя Космодемьянская,улица З. Космодемьянской,218422213
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,40357974
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,46676560
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,106935564
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,107067768
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,110703718
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,111377667
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,197372440
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,217455607
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,271136379
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,292203533
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,374517472
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,520368133
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,711570908
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,711570920
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,711571052
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,779957518
Republic of Bashkortostan,Зоя Космодемьянская,улица Космодемьянской,797222429
Republic of Bashkortostan,Зоя Космодемьянская,переулок Зои Космодемьянской,807330266
Republic of Bashkortostan,Зоя Космодемьянская,улица Зои Космодемьянской,841988343
Republic of Buryatia,Зоя Космодемьянская,улица Зои Космодемьянской,40570031
Republic of Buryatia,Зоя Космодемьянская,улица Зои Космодемьянской,72783032
Republic of Buryatia,Зоя Космодемьянская,улица Зои Космодемьянской,560526197
Republic of Dagestan,Зоя Космодемьянская,улица Космодемьянской,77360921
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,82551836
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,83171778
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,84723480
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,97330007
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,156140724
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,314148310
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,321861256
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,361403414
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,432852256
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,507714562
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,550595641
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,579370748
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,590375106
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,720107738
Republic of Dagestan,Зоя Космодемьянская,улица Космодемьянской,770392423
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,771625109
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,780122109
Republic of Dagestan,Зоя Космодемьянская,улица Космодемьянской,1122850497
Republic of Dagestan,Зоя Космодемьянская,улица Зои Космодемьянской,1415475787
Republic of Ingushetia,Зоя Космодемьянская,улица Зои Космодемьянской,532062793
Republic of Kalmykia,Зоя Космодемьянская,улица Зои Космодемьянской,304683677
Karachay-Cherkess Republic,Зоя Космодемьянская,улица Космодемьянской,82748129
Karachay-Cherkess Republic,Зоя Космодемьянская,улица Зои Космодемьянской,270189361
Karachay-Cherkess Republic,Зоя Космодемьянская,улица Зои Космодемьянской,273817016
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,48273789
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,50058552
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,155444388
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,164581236
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,166307882
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,287001299
Komi Republic,Зоя Космодемьянская,переулок Зои Космодемьянской,697434267
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,703589658
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1445946149
Komi Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1445946150
Republic of Mordovia,Зоя Космодемьянская,улица Зои Космодемьянской,113590623
Republic of Mordovia,Зоя Космодемьянская,2-й переулок Зои Космодемьянской,114932879
Republic of Mordovia,Зоя Космодемьянская,улица Зои Космодемьянской,405480246
Republic of Mordovia,Зоя Космодемьянская,проезд Зои Космодемьянской,405620018
Republic of Mordovia,Зоя Космодемьянская,1-й переулок Зои Космодемьянской,405622055
Republic of Mordovia,Зоя Космодемьянская,улица Зои Космодемьянской,730302879
Republic of Mordovia,Зоя Космодемьянская,улица Зои Космодемьянской,1176856897
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,35144190
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,118943556
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,123131437
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,240501935
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,257908656
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,281028234
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,281028265
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,302038531
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,313518001
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,376486097
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,481269973
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,481277848
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,481757062
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,481757063
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,556572912
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,1418050536
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,1418320371
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,1418321769
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,1422500335
Republic of North Ossetia-Alania,Зоя Космодемьянская,улица Зои Космодемьянской,1422500336
Republic of Tatarstan,Зоя Космодемьянская,улица Космодемьянской,47015150
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Козьмодемьянской,51034323
Republic of Tatarstan,Зоя Космодемьянская,переулок Космодемьянской,51034342
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,55884251
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,72711257
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,84643440
Republic of Tatarstan,Зоя Космодемьянская,Космодемьянская улица,84804834
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,87317770
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,140421309
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,149524344
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,149524400
Republic of Tatarstan,Зоя Космодемьянская,Космодемьянская улица,159831312
Republic of Tatarstan,Зоя Космодемьянская,улица Космодемьянской,194658289
Republic of Tatarstan,Зоя Космодемьянская,заезд Зои Космодемьянской,198115025
Republic of Tatarstan,Зоя Космодемьянская,заезд Зои Космодемьянской,255897655
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,264495531
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,698348604
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,886430546
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,984779106
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,984779107
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Козьмодемьянской,1160270477
Republic of Tatarstan,Зоя Космодемьянская,улица Зои Космодемьянской,1465774553
Udmurt Republic,Зоя Космодемьянская,улица Зои Космодемьянской,57373482
Udmurt Republic,Зоя Космодемьянская,улица Космодемьянской,153652189
Udmurt Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1195249501
Republic of Khakassia,Зоя Космодемьянская,улица Зои Космодемьянской,30040249
Republic of Khakassia,Зоя Космодемьянская,улица Зои Космодемьянской,313675050
Republic of Khakassia,Зоя Космодемьянская,улица Зои Космодемьянской,740517591
Republic of Khakassia,Зоя Космодемьянская,улица Зои Космодемьянской,1202329212
Chechen Republic,Зоя Космодемьянская,улица Зои Космодемьянской,52155019
Chechen Republic,Зоя Космодемьянская,улица Зои Космодемьянской,52155020
Chechen Republic,Зоя Космодемьянская,улица Зои Космодемьянской,498256927
Chechen Republic,Зоя Космодемьянская,переулок Зои Космодемьянской,986442526
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,49961787
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,53159813
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,99465438
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,704628879
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,734929398
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,981908954
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1240775224
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1240795141
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1242969403
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1322488516
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1322488518
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1332899040
Chuvash Republic,Зоя Космодемьянская,улица Зои Космодемьянской,1332900675
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,50071225
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,90585782
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,90585908
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,104749129
Altai Krai,Зоя Космодемьянская,улица Космодемьянской,129394276
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,163840770
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,164686685
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,208845403
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,208845437
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,209303803
Altai Krai,Зоя Космодемьянская,улица Космодемьянской,237455550
Altai Krai,Зоя Космодемьянская,улица З. Космодемьянской,242711466
Altai Krai,Зоя Космодемьянская,улица З. Космодемьянской,242711472
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,286384628
Altai Krai,Зоя Космодемьянская,улица З. Космодемьянской,655101749
Altai Krai,Зоя Космодемьянская,улица Зои Космодемьянской,692532677
Altai Krai,Зоя Космодемьянская,улица З. Космодемьянской,1007564349
Zabaykalsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,226076853
Zabaykalsky Krai,Зоя Космодемьянская,переулок Зои Космодемьянской,226076855
Zabaykalsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,366338043
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,30906950
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,31152323
Krasnodar Krai,Зоя Космодемьянская,переулок Космодемьянской,37546519
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,37649311
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,37650061
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,38212831
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,44023453
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,65088911
Krasnodar Krai,Зоя Космодемьянская,улица им. Космодемьянской,67615034
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,82014496
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,91863541
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,116075197
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,123950797
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,124732963
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,130394771
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,145438177
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,158413183
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,158413196
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,158413922
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,158413926
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,160307542
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,170584939
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,172085606
Krasnodar Krai,Зоя Космодемьянская,переулок Зои Космодемьянской,309401156
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,366982057
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,401323029
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,402321761
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,403006681
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,700260484
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,1228272422
Krasnodar Krai,Зоя Космодемьянская,улица Космодемьянской,1249433797
Krasnodar Krai,Зоя Космодемьянская,улица Зои Космодемьянской,1416956158
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,31951336
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,35799885
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,47441479
Krasnoyarsk Krai,Зоя Космодемьянская,переулок З. Космодемьянской,83250915
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,116829828
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,116829830
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,177801098
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,177949161
Krasnoyarsk Krai,Зоя Космодемьянская,улица Космодемьянской,179041722
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,263605645
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,299505382
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,308015061
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,1316297479
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,1316297480
Krasnoyarsk Krai,Зоя Космодемьянская,улица Зои Космодемьянской,1332484685
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,24964955
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,42242836
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,42297613
Perm Krai,Зоя Космодемьянская,переулок З.Космодемьянской,52431527
Perm Krai,Зоя Космодемьянская,улица З.Космодемьянской,60072668
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,86881536
Perm Krai,Зоя Космодемьянская,улица Космодемьянской,95908822
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,126129459
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,126129460
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,137986575
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,149851346
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,179003778
Perm Krai,Зоя Космодемьянская,Космодемьянская улица,189138863
Perm Krai,Зоя Космодемьянская,улица З.Космодемьянской,195565241
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,221965785
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,221965787
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,231885281
Perm Krai,Зоя Космодемьянская,улица Космодемьянской,232435407
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,309751329
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,309752608
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,310025787
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,318792208
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,373202405
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,380971680
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,391921437
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,391921438
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,391921439
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,734408949
Perm Krai,Зоя Космодемьянская,Космодемьянская улица,868048990
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,1177876338
Perm Krai,Зоя Космодемьянская,улица Зои Космодемьянской,1441863364
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,29898597
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,36139372
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,55411617
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,93361327
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,93836883
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,106219756
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,111807855
Primorsky Krai,Зоя Космодемьянская,улица Космодемьянской,150157766
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,460652202
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,472481395
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,475961999
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,482401150
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,482401232
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,513479508
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,552512881
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,697887203
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,825756014
Primorsky Krai,Зоя Космодемьянская,улица Зои Космодемьянской,905407491
Stavropol Krai,Зоя Космодемьянская,улица Зои Космодемьянской,43174299
Stavropol Krai,Зоя Космодемьянская,улица Зои Космодемьянской,85648307
Stavropol Krai,Зоя Космодемьянская,улица Зои Космодемьянской,91569469
Stavropol Krai,Зоя Космодемьянская,улица Зои Космодемьянской,121782042
Stavropol Krai,Зоя Космодемьянская,улица Космодемьянской,124163034
